Name,Acceptance Criteria,Assignee,Blocked By,Children,GitHub Issue,GitHub PR,Level,Objective,Parent,Phase,Priority,Related Tasks,Source,Status,Subtype,Type
AP 소비·재생 로직 구현,최대 AP 6과 초당 1 재생을 지원한다; 스킬 시작 시 AP를 소비한다; 부족 시 발동하지 않는다; 일시정지 중 재생하지 않는다.,지원 정,,,https://github.com/KenWR/typing-roguelike/issues/23,https://github.com/KenWR/typing-roguelike/pull/36,Task,스킬 연속 사용을 제한하는 실시간 AP 자원을 구현한다.,피해·HP·AP 처리 (https://app.notion.com/p/HP-AP-3c712168d52181f4acc7fcb2f7a68245?pvs=21),Phase 1 — Frontend Core,P0,,https://app.notion.com/p/3c612168d52181679b5cede8cc1d5187,Done,Combat,Gameplay
RunState 데이터 모델 구현,런 시작/진행/종료 상태를 표현한다; 전투 사이에 플레이어 상태를 유지한다; 정산에 필요한 획득 가치를 보존한다.,지원 정,,,https://github.com/KenWR/typing-roguelike/issues/21,https://github.com/KenWR/typing-roguelike/pull/53,Task,런의 현재 노드·HP·보유 장비·유물·획득 가치·종료 상태를 관리한다.,런 상태·전환 (https://app.notion.com/p/3c712168d52181c389cecf938a9909bc?pvs=21),Phase 1 — Frontend Core,P0,,https://app.notion.com/p/3c612168d5218199a030d9acdd6e99a1,Done,Run,Gameplay
장비 4슬롯 상태 구현,각 슬롯 타입을 구분한다; 잘못된 슬롯 장착을 막는다; 동일 슬롯 교체가 가능하다.,,,,,,Task,무기1·보조무기1·반지2 슬롯을 상태로 관리한다.,"장비 슬롯·교체 (https://app.notion.com/p/3c712168d52181a78ad9fc8bc6f73b7d?pvs=21), SUPPORT-03 · 장비 기반 (https://app.notion.com/p/SUPPORT-03-3c812168d52181e49ef9d4d482b6ac4f?pvs=21), CORE-05 · 전투 노드 (https://app.notion.com/p/CORE-05-3c812168d5218139bac8e6f86512a209?pvs=21)",Phase 1 — Frontend Core,P1,,https://app.notion.com/p/3c612168d52181f2bbe8ca75ff69fd38,Ready,Equipment,Gameplay
스킬 데이터 계약 구현,스킬별 커맨드/AP/선딜/후딜/효과를 표현한다; 장비에서 스킬을 참조할 수 있다; 전투 엔진이 같은 구조를 소비한다.,지원 정,,,https://github.com/KenWR/typing-roguelike/issues/19,https://github.com/KenWR/typing-roguelike/pull/55,Task,커맨드·AP·선딜·후딜·효과를 데이터로 정의한다.,플레이어 스킬 실행 (https://app.notion.com/p/3c712168d5218135a4c7f0faffdc68bd?pvs=21),Phase 1 — Frontend Core,P0,,https://app.notion.com/p/3c612168d5218125a530d0f6d87b1a21,Done,Skill,Gameplay
Equipment 데이터 모델 구현,필수 장비 필드를 모두 표현한다; 기본/시그니처 스킬을 연결한다; 환전 가치와 등급을 조회할 수 있다.,,,,,,Task,장비 종류·등급·환전 가치·스킬·에셋 참조를 데이터로 관리한다.,"장비 데이터·스킬 제공 (https://app.notion.com/p/3c712168d52181e79c6bd52a0386d79f?pvs=21), SUPPORT-03 · 장비 기반 (https://app.notion.com/p/SUPPORT-03-3c812168d52181e49ef9d4d482b6ac4f?pvs=21), CORE-05 · 전투 노드 (https://app.notion.com/p/CORE-05-3c812168d5218139bac8e6f86512a209?pvs=21)",Phase 1 — Frontend Core,P1,,https://app.notion.com/p/3c612168d52181f2bbe8ca75ff69fd38,Ready,Equipment,Gameplay
Enemy 데이터 모델 구현,적 기본 스탯과 공격 목록을 표현한다; 일반/엘리트/보스를 구분한다; 공격 준비 모션 참조를 포함한다.,,,,https://github.com/KenWR/typing-roguelike/issues/102,https://github.com/KenWR/typing-roguelike/pull/104,Task,적 역할·HP·공격 패턴·보상·에셋을 데이터로 정의한다.,적 데이터·행동 시스템 (https://app.notion.com/p/3c712168d5218188bafbd7ffb93b7ace?pvs=21),,P1,,https://app.notion.com/p/3c612168d52181e38344ed849057ad31,Done,Enemy,Gameplay
보유 장비 중복 등장 방지 구현,보유 장비를 후보에서 제외한다; 후보 부족 시 안전한 fallback을 사용한다.,,,,https://github.com/KenWR/typing-roguelike/issues/121,https://github.com/KenWR/typing-roguelike/pull/124,Task,현재 보유 무기가 보상 후보에 중복 등장하지 않게 한다.,"장비 보상·드롭 (https://app.notion.com/p/3c712168d52181e798dde426ef936bde?pvs=21), LATER-04 · 유물·보상·콤보 확장 (https://app.notion.com/p/LATER-04-3c812168d5218152a139f4f11879c978?pvs=21), CORE-05 · 전투 노드 (https://app.notion.com/p/CORE-05-3c812168d5218139bac8e6f86512a209?pvs=21)",Phase 1 — Frontend Core,P1,,https://app.notion.com/p/3c612168d52181f2bbe8ca75ff69fd38,In Progress,Reward,Gameplay
적 공격 선택 루프 구현,살아 있는 적이 공격을 선택한다; 공격 시작 시 타임라인이 생성된다; 사망/전투 종료 시 새 공격을 시작하지 않는다.,,,,,,Task,적이 정의된 패턴에 따라 다음 공격을 선택하고 시작한다.,적 데이터·행동 시스템 (https://app.notion.com/p/3c712168d5218188bafbd7ffb93b7ace?pvs=21),,P1,,https://app.notion.com/p/3c612168d52181e38344ed849057ad31,Ready,Enemy,Gameplay
커맨드 언어 방식 결정,MVP 언어 방식을 하나로 결정한다; 입력 판정 구현에 필요한 문자 처리 규칙을 기록한다.,,,,,,Task,한국어·영어·사용자 선택 중 MVP 입력 언어 방식을 확정한다.,커맨드 입력 판정 (https://app.notion.com/p/3c712168d521814d811ad86f3ec65c3f?pvs=21),,P1,,https://app.notion.com/p/3c612168d5218125a530d0f6d87b1a21,Backlog,Needs Decision,Game Design
보상 완료→다음 노드 전환 구현,보상 확정 후 중복 선택할 수 없다; 지도 또는 다음 노드 선택 상태로 전환된다; 획득 보상이 유지된다.,,전투 보상 선택 상태 구현 (https://app.notion.com/p/3c712168d52181bea144f4ac27af324b?pvs=21),,,,Task,보상 선택 이후 다음 전투/지도 선택으로 이어지게 한다.,"전투 보상·다음 전투 (https://app.notion.com/p/3c712168d52181b4a3ebf742f981b058?pvs=21), CORE-05 · 전투 노드 (https://app.notion.com/p/CORE-05-3c812168d5218139bac8e6f86512a209?pvs=21)",Phase 1 — Frontend Core,P0,,https://app.notion.com/p/3c612168d5218199a030d9acdd6e99a1,Ready,Reward,Gameplay
장비→사용 가능 스킬 구성 구현,무기/보조무기/반지 스킬을 합성한다; 장비 교체 후 스킬 목록이 갱신된다; 중복/제거 규칙이 일관된다.,,,,,,Task,현재 장착 장비에 따라 전투에서 입력 가능한 스킬 목록을 만든다.,"장비 데이터·스킬 제공 (https://app.notion.com/p/3c712168d52181e79c6bd52a0386d79f?pvs=21), SUPPORT-03 · 장비 기반 (https://app.notion.com/p/SUPPORT-03-3c812168d52181e49ef9d4d482b6ac4f?pvs=21), CORE-05 · 전투 노드 (https://app.notion.com/p/CORE-05-3c812168d5218139bac8e6f86512a209?pvs=21)",Phase 1 — Frontend Core,P1,,https://app.notion.com/p/3c612168d52181f2bbe8ca75ff69fd38,Ready,Equipment,Gameplay
오입력·초기화 규칙 구현,오입력을 성공 입력과 구분한다; 정의된 방식으로 입력 상태를 복구한다; 오입력 후 정상 커맨드를 다시 입력할 수 있다.,,,,,,Task,실패 입력이 명확히 처리되고 다음 입력이 정상 이어지게 한다.,커맨드 입력 판정 (https://app.notion.com/p/3c712168d521814d811ad86f3ec65c3f?pvs=21),,P1,,https://app.notion.com/p/3c612168d5218125a530d0f6d87b1a21,Ready,Typing,Gameplay
전투 보상 선택 상태 구현,전투 승리 후 보상 후보가 생성된다; 하나를 선택하면 RunState에 반영된다; 선택 중 전투 시간은 진행되지 않는다.,,CORE-05-01 · 전투 종료→맵·정산 분기 구현 (https://app.notion.com/p/CORE-05-01-3c712168d521810395b4fc92a9ad8e39?pvs=21),,,,Task,전투 승리 후 보상을 선택하고 런에 반영한다.,"전투 보상·다음 전투 (https://app.notion.com/p/3c712168d52181b4a3ebf742f981b058?pvs=21), CORE-05 · 전투 노드 (https://app.notion.com/p/CORE-05-3c812168d5218139bac8e6f86512a209?pvs=21)",Phase 1 — Frontend Core,P0,,https://app.notion.com/p/3c612168d5218199a030d9acdd6e99a1,Ready,Reward,Gameplay
스킬 생명주기 타이머 구현,선딜 종료 시 시전 완료로 전환한다; 후딜 종료 시 효과를 적용한다; 플레이어와 적이 동일한 타이밍 용어를 사용한다.,,CombatState 데이터 모델 구현 (https://app.notion.com/p/CombatState-3c712168d5218123bd49c33321c0fbd4?pvs=21),,,,Task,스킬 시작부터 타격까지의 시간 규칙을 공통 엔진으로 처리한다.,전투 상태·타이밍 엔진 (https://app.notion.com/p/3c712168d521812aa27bfd336331b660?pvs=21),Phase 1 — Frontend Core,P0,,https://app.notion.com/p/3c612168d52181679b5cede8cc1d5187,Ready,Skill,Gameplay
장비 등급 드롭 테이블 구현,기본 등급 확률을 데이터로 관리한다; 히든은 일반 랜덤 드롭에서 제외한다; 일반/엘리트/보스 보정이 확장 가능하다.,승수 정,,,,,Task,기본 확률과 전투 등급에 따라 장비 보상 후보를 생성한다.,"장비 보상·드롭 (https://app.notion.com/p/3c712168d52181e798dde426ef936bde?pvs=21), LATER-04 · 유물·보상·콤보 확장 (https://app.notion.com/p/LATER-04-3c812168d5218152a139f4f11879c978?pvs=21), CORE-05 · 전투 노드 (https://app.notion.com/p/CORE-05-3c812168d5218139bac8e6f86512a209?pvs=21)",Phase 1 — Frontend Core,P0,,https://app.notion.com/p/3c612168d52181f2bbe8ca75ff69fd38,Done,Reward,Gameplay
피해 계산 공식 구현,방어력 감소율 공식을 적용한다; 최종 피해를 반올림한다; 최소 피해 1을 보장한다.,지원 정,,,https://github.com/KenWR/typing-roguelike/issues/22,https://github.com/KenWR/typing-roguelike/pull/50,Task,공격력·계수·방어력으로 최종 피해를 계산한다.,피해·HP·AP 처리 (https://app.notion.com/p/HP-AP-3c712168d52181f4acc7fcb2f7a68245?pvs=21),Phase 1 — Frontend Core,P0,,https://app.notion.com/p/3c612168d52181679b5cede8cc1d5187,Done,Combat,Gameplay
적 공격 게이지 진행 로직 구현,게이지 시간이 선딜 값과 일치한다; 완료 시 후딜 상태로 전환한다; 시전 직후 다음 공격 게이지 시작을 허용한다.,,"EnemyAttackTimeline 데이터 모델 구현 (https://app.notion.com/p/EnemyAttackTimeline-3c712168d52181689fa4c643d296de68?pvs=21), 스킬 생명주기 타이머 구현 (https://app.notion.com/p/3c712168d52181c1a6b0d9bfe6c1dcad?pvs=21)",,,,Task,적 공격 선딜을 0→100% 진행시키고 시전 완료로 전환한다.,적 공격 예고·타임라인 (https://app.notion.com/p/3c712168d521816587e8df8b350f0b52?pvs=21),,P0,,https://app.notion.com/p/3c612168d52181e38344ed849057ad31,Ready,Enemy,Gameplay
유물 MVP 포함 범위 결정,MVP 유물 수와 효과 범위를 확정한다; 제외 항목을 Post-MVP로 표시한다; 구현 가능한 수준으로 효과를 명세한다.,,,,,,Task,제안 단계인 유물을 제출 빌드에 몇 종·어떤 효과로 포함할지 결정한다.,"유물 범위·밸런스 결정 (https://app.notion.com/p/3c712168d52181788d5cdd5febc63028?pvs=21), LATER-04 · 유물·보상·콤보 확장 (https://app.notion.com/p/LATER-04-3c812168d5218152a139f4f11879c978?pvs=21)",,P1,,https://app.notion.com/p/3c612168d5218107b90ccf7efca1ea28,Backlog,Needs Decision,Game Design
MVP 일반 적 2종 선정·명세,서로 다른 학습 포인트의 적 2종을 고른다; 공격/대응/보상을 명세한다; 필요한 모션을 정의한다.,,,,,,Task,코어 입력과 공격 판독을 보여줄 최소 일반 적을 선정한다.,최소 적·엘리트·보스 콘텐츠 (https://app.notion.com/p/3c712168d521813a8e14fac240b378e4?pvs=21),,P1,,https://app.notion.com/p/3c612168d52181e38344ed849057ad31,Ready,Encounter,Game Design
본선 3분 피치 초안 준비,문제/게임 핵심/데모/Codex 협업을 포함한다; 3분 안에 말할 수 있는 분량이다.,,,,,,Task,본선 진출 시 바로 다듬을 수 있는 3분 발표 골격을 만든다.,"선택 제출·발표 자료 (https://app.notion.com/p/3c712168d52181708a4af5e17262ce78?pvs=21), LATER-06 · 선택 제출·발표 (https://app.notion.com/p/LATER-06-3c812168d52181b6930ad98a0e55de75?pvs=21)",,P3,,https://app.notion.com/p/3c712168d52181c89c82f835c7ce8a6b,Backlog,Presentation,Submission
MVP 엘리트 1종 스프라이트 제작,기본/준비 모션을 구분한다; 일반 적보다 위협적인 실루엣이 읽힌다; 핵심 기믹 예고가 보인다.,,,,,,Task,보스 기믹 학습용 엘리트의 공격 판독성을 확보한다.,"핵심 전투 에셋 (https://app.notion.com/p/3c712168d521818aadeed5f834f61eb4?pvs=21), SUPPORT-02 · 코어 콘텐츠·필수 에셋 (https://app.notion.com/p/SUPPORT-02-3c812168d52181c69f55c942424faf19?pvs=21)",,P2,,https://app.notion.com/p/3c612168d52181e38344ed849057ad31,Backlog,Monster,Assets
런 보상·정산 통합 테스트 작성,획득·장착한 장비가 런 진행 중 다음 노드와 전투까지 유지된다; 사망 시 보유 장비 환전액만 지급된다; 클리어 시 보유 장비 환전액과 클리어 보너스가 각각 계산된다; 정산은 한 번만 지급되고 런 장비와 활성 RunState가 제거된다; 정산 총액이 로비의 영구 재화에 반영된다.,,"전투 보상 선택 상태 구현 (https://app.notion.com/p/3c712168d52181bea144f4ac27af324b?pvs=21), 사망 정산 로직 구현 (https://app.notion.com/p/3c712168d5218160bc84e1997880fcab?pvs=21), 클리어 정산 로직 구현 (https://app.notion.com/p/3c712168d521814fa02ce184a675a722?pvs=21)",,,,Task,"장비 획득부터 런 내 유지, 사망/클리어 환전, 영구 재화 반영까지 보상·정산 전체 흐름을 검증한다.","핵심 루프 통합 QA (https://app.notion.com/p/QA-3c712168d521818b9f3ac9f3140fc178?pvs=21), CORE-10 · 전체 흐름 검증 (https://app.notion.com/p/CORE-10-3c812168d52181248e64df1d93827b26?pvs=21)",Phase 1 — Frontend Core,P0,,https://app.notion.com/p/3c612168d5218179935bf3d31bebe6ad,Ready,Integration Test,QA
제출 직전 회귀 테스트 실행,핵심 E2E 시나리오를 통과한다; 치명적 콘솔 오류가 없다; 제출 URL이 동일 빌드를 가리킨다.,,"배포 URL 시크릿 브라우저 테스트 (https://app.notion.com/p/URL-3c712168d521819db930c9e35585c627?pvs=21), 전투 입력·스킬 통합 테스트 작성 (https://app.notion.com/p/3c712168d521811c9eb4e5a33b98734c?pvs=21), 적 공격·방어 통합 테스트 작성 (https://app.notion.com/p/3c712168d52181bbbaafe407bc8c22ba?pvs=21), 런 보상·정산 통합 테스트 작성 (https://app.notion.com/p/3c712168d52181119c70f16ccd1b3534?pvs=21)",,,,Task,최종 배포본에서 P0 핵심 루프가 깨지지 않았음을 확인한다.,"외부 브라우저 검증 (https://app.notion.com/p/3c712168d52181a0b0c9cce6ab352ee0?pvs=21), SUPPORT-01 · 실행·배포·브라우저 검증 (https://app.notion.com/p/SUPPORT-01-3c812168d521810fba48ffbbd1f927a4?pvs=21)",,P0,,https://app.notion.com/p/3c712168d52181c89c82f835c7ce8a6b,Ready,Regression,QA
FE-03 · 적 공격 게이지 UI 구현,게이지가 선딜 진행률과 일치한다; 공격 종류가 텍스트/아이콘으로 구분된다; 여러 공격 타임라인을 동시에 표시할 수 있다.,김예찬,,,https://github.com/KenWR/typing-roguelike/issues/40,https://github.com/KenWR/typing-roguelike/pull/44,Task,적 선딜 진행률과 공격 종류를 가로 게이지로 표시한다.,전투 HUD (https://app.notion.com/p/HUD-3c712168d521818fb208c1a7aafbeb42?pvs=21),Phase 1 — Frontend Core,P0,,https://app.notion.com/p/3c612168d52181828d2ce0c44d764708,Done,Combat UI,Frontend / UI
FE-07 · 런 결과·정산 화면 구현,사망/클리어 상태를 표시한다; 아이템 환전분과 클리어 보상을 분리 표시한다; 총 지급 재화를 표시한다.,김예찬,"사망 정산 로직 구현 (https://app.notion.com/p/3c712168d5218160bc84e1997880fcab?pvs=21), 클리어 정산 로직 구현 (https://app.notion.com/p/3c712168d521814fa02ce184a675a722?pvs=21)",,https://github.com/KenWR/typing-roguelike/issues/42,https://github.com/KenWR/typing-roguelike/pull/47,Task,사망/클리어와 정산 근거를 플레이어가 이해하게 한다.,보상·장비·결과 화면 (https://app.notion.com/p/3c712168d521815fb136fb964c656d97?pvs=21),Phase 1 — Frontend Core,P0,,https://app.notion.com/p/3c612168d52181828d2ce0c44d764708,Done,Result,Frontend / UI
전투 입력·스킬 통합 테스트 작성,정상 입력 시 피해까지 이어진다; AP 부족 시 발동하지 않는다; 오입력 시 피해가 발생하지 않는다.,,"키 입력 버퍼·문자열 매칭 구현 (https://app.notion.com/p/3c712168d5218178b6d5def22db79bfb?pvs=21), 커맨드 성공→스킬 시작 연결 (https://app.notion.com/p/3c712168d5218161a5adcc19484329d9?pvs=21), 스킬 타격 효과 적용 구현 (https://app.notion.com/p/3c712168d52181028c0ee031e9d9e84e?pvs=21)",,,,Task,입력→AP→스킬 생명주기→피해가 일관되게 연결되는지 검증한다.,핵심 루프 통합 QA (https://app.notion.com/p/QA-3c712168d521818b9f3ac9f3140fc178?pvs=21),,P0,,https://app.notion.com/p/3c612168d52181679b5cede8cc1d5187,Ready,Integration Test,QA
Codex 활용 사례 로그 정리,사용한 기능/문제/결과를 사례 단위로 정리한다; 사람의 결정과 AI 기여를 구분한다; 발표/제출 설명에 재사용 가능하다.,,,,,,Task,Codex가 구현·문제 해결에 기여한 사례를 심사 기준에 맞게 정리한다.,"Codex 활용·신규 개발 로그 (https://app.notion.com/p/Codex-3c712168d521810298a7c31ff1594665?pvs=21), SUPPORT-04 · 필수 제출 병행 (https://app.notion.com/p/SUPPORT-04-3c812168d521810cb799d72b0ffe9d96?pvs=21)",,P1,,https://app.notion.com/p/3c712168d52181c89c82f835c7ce8a6b,Ready,Documentation,Documentation
FE-05 · 보상 선택 화면 구현,보상 후보를 명확히 표시한다; 선택 결과가 런 상태에 반영된다; 선택 후 다음 단계로 진행한다.,김예찬,,,https://github.com/KenWR/typing-roguelike/issues/41,https://github.com/KenWR/typing-roguelike/pull/45,Task,전투 후 보상 후보를 비교하고 하나를 선택하게 한다.,"전투 보상·다음 전투 (https://app.notion.com/p/3c712168d52181b4a3ebf742f981b058?pvs=21), CORE-05 · 전투 노드 (https://app.notion.com/p/CORE-05-3c812168d5218139bac8e6f86512a209?pvs=21)",Phase 1 — Frontend Core,P0,,https://app.notion.com/p/3c612168d52181828d2ce0c44d764708,Done,Result,Frontend / UI
FE-06 · 장비 장착 화면 구현,무기/보조무기/반지2 슬롯을 표시한다; 보유 장비를 선택해 교체할 수 있다; 교체 전후 스킬 변화를 보여준다.,김예찬,,,https://github.com/KenWR/typing-roguelike/issues/39,https://github.com/KenWR/typing-roguelike/pull/46,Task,4개 장비 슬롯과 보유 장비를 확인·교체할 수 있게 한다.,"전투 보상·다음 전투 (https://app.notion.com/p/3c712168d52181b4a3ebf742f981b058?pvs=21), CORE-05 · 전투 노드 (https://app.notion.com/p/CORE-05-3c812168d5218139bac8e6f86512a209?pvs=21)",Phase 1 — Frontend Core,P1,,https://app.notion.com/p/3c612168d52181828d2ce0c44d764708,Done,Inventory,Frontend / UI
공격 게이지·후딜 시각 규칙 결정,선딜/후딜 표현을 구분한다; 색상 외 아이콘/형태 정보를 포함한다; 여러 공격 겹침 규칙을 정의한다.,,,,,,Task,선딜과 후딜을 동시에 읽을 수 있는 시각 언어를 정한다.,"UI 미정 사항 결정 (https://app.notion.com/p/UI-3c712168d521810eb3a9f1f2e29687a5?pvs=21), SUPPORT-05 · 코어 UI 결정 (https://app.notion.com/p/SUPPORT-05-UI-3c812168d521815cb5ebf82344cada57?pvs=21)",,P1,,https://app.notion.com/p/3c612168d52181e2a63be89e64e6ed09,Backlog,Needs Decision,Game Design
프로덕션 웹 빌드 구성,production build가 성공한다; 정적/필수 자산이 누락되지 않는다; 로컬 preview에서 게임이 실행된다.,지원 정,,,https://github.com/KenWR/typing-roguelike/issues/58,,Task,브라우저에서 설치 없이 실행되는 제출용 빌드를 만든다.,"웹 빌드·호스팅 (https://app.notion.com/p/3c712168d52181d4b1bdf38d1bb38d3a?pvs=21), SUPPORT-01 · 실행·배포·브라우저 검증 (https://app.notion.com/p/SUPPORT-01-3c812168d521810fba48ffbbd1f927a4?pvs=21)",,P0,,https://app.notion.com/p/3c712168d52181c89c82f835c7ce8a6b,In Progress,Build,Deploy
MVP 일반 적 2종 스프라이트 제작,적 2종의 기본 실루엣이 구분된다; 핵심 준비 모션이 서로 겹치지 않는다; 전투 화면 크기에 맞는다.,,,,,,Task,선정된 일반 적의 역할과 공격 준비 모션을 시각화한다.,"핵심 전투 에셋 (https://app.notion.com/p/3c712168d521818aadeed5f834f61eb4?pvs=21), SUPPORT-02 · 코어 콘텐츠·필수 에셋 (https://app.notion.com/p/SUPPORT-02-3c812168d52181c69f55c942424faf19?pvs=21)",,P2,,https://app.notion.com/p/3c612168d52181e38344ed849057ad31,Backlog,Monster,Assets
게임 썸네일 16:9 제작,JPG 또는 PNG다; 16:9 구도다; 게임명 또는 핵심 비주얼이 작은 화면에서도 읽힌다.,,,,,,Task,제출 페이지에서 게임 정체성을 전달할 대표 이미지를 준비한다.,"필수 제출물 준비 (https://app.notion.com/p/3c712168d52181c9b347eefd3c872ac8?pvs=21), SUPPORT-04 · 필수 제출 병행 (https://app.notion.com/p/SUPPORT-04-3c812168d521810cb799d72b0ffe9d96?pvs=21)",,P0,,https://app.notion.com/p/3c712168d52181c89c82f835c7ce8a6b,Ready,Demo,Submission
해커톤 기간 신규 개발 범위 기록,2026-08-04~08-26 변경 범위를 정리한다; 주요 기능별 근거를 남긴다; 기존 작업과 구분된다.,,,,,,Task,기존 프로젝트와 챌린지 기간 신규·개선 작업을 구분한다.,"Codex 활용·신규 개발 로그 (https://app.notion.com/p/Codex-3c712168d521810298a7c31ff1594665?pvs=21), SUPPORT-04 · 필수 제출 병행 (https://app.notion.com/p/SUPPORT-04-3c812168d521810cb799d72b0ffe9d96?pvs=21)",,P1,,https://app.notion.com/p/3c712168d52181c89c82f835c7ce8a6b,Ready,Documentation,Documentation
CORE-10-01 · 핵심 루프 E2E 시나리오 작성,앱 실행→시작·설정→로비→런 시작→맵 흐름을 포함한다. 전투·상점·휴식 완료 후 맵 복귀와 다음 노드 해금을 확인한다. 보스 승리→클리어 정산→로비와 전투 패배→사망 정산→로비를 각각 검증한다. 잠긴 노드와 중복 클릭 차단을 확인한다.,,,,https://github.com/KenWR/typing-roguelike/issues/106,https://github.com/KenWR/typing-roguelike/pull/112,Task,튜토리얼·가챠를 제외한 MVP 코어 루프의 클리어·사망 경로를 브라우저에서 재현 가능한 시나리오로 정의한다.,핵심 루프 통합 QA (https://app.notion.com/p/QA-3c712168d521818b9f3ac9f3140fc178?pvs=21),,P0,,https://app.notion.com/p/3c712168d52181c89c82f835c7ce8a6b,Done,Integration Test,QA
플레이 링크·조작법 제출 정보 정리,최종 공개 URL을 기록한다; 조작법을 짧게 작성한다; 로그인 필요 여부와 테스트 계정 필요 여부를 확인한다.,,배포 URL 시크릿 브라우저 테스트 (https://app.notion.com/p/URL-3c712168d521819db930c9e35585c627?pvs=21),,,,Task,심사자가 링크 접속 후 바로 조작할 수 있게 제출 정보를 준비한다.,"필수 제출물 준비 (https://app.notion.com/p/3c712168d52181c9b347eefd3c872ac8?pvs=21), SUPPORT-04 · 필수 제출 병행 (https://app.notion.com/p/SUPPORT-04-3c812168d521810cb799d72b0ffe9d96?pvs=21)",,P0,,https://app.notion.com/p/3c712168d52181c89c82f835c7ce8a6b,Ready,Submission Form,Submission
FE-01 · HP·AP HUD 구현,현재/최대 HP를 표시한다; 현재/최대 AP를 표시한다; 값 변경이 실시간 반영된다.,김예찬,FE-00 · Phaser 화면 및 에셋 기반 구축 (https://app.notion.com/p/FE-00-Phaser-3c712168d52181dc84b6f2f9b27f6e1d?pvs=21),,,https://github.com/KenWR/typing-roguelike/pull/16,Task,플레이어 생존과 행동력 정보를 즉시 확인하게 한다.,전투 HUD (https://app.notion.com/p/HUD-3c712168d521818fb208c1a7aafbeb42?pvs=21),Phase 1 — Frontend Core,P0,,https://app.notion.com/p/3c612168d52181828d2ce0c44d764708,Done,HUD,Frontend / UI
플레이어 전투 스프라이트 최소 세트 제작,대기/공격 시작/피격 상태를 구분한다; 전투 화면에서 실루엣이 명확하다; 게임 빌드에 연결 가능한 포맷이다.,,,,,,Task,입력 성공·피격·기본 대기 상태를 읽을 수 있는 플레이어 에셋을 제공한다.,"핵심 전투 에셋 (https://app.notion.com/p/3c712168d521818aadeed5f834f61eb4?pvs=21), SUPPORT-02 · 코어 콘텐츠·필수 에셋 (https://app.notion.com/p/SUPPORT-02-3c812168d52181c69f55c942424faf19?pvs=21)",,P2,,https://app.notion.com/p/3c712168d52180c68591eaddfdedfd40,Backlog,Character,Assets
1280×720 최소 해상도 테스트,커맨드/HUD/공격 게이지가 겹치지 않는다; 주요 버튼을 사용할 수 있다; 텍스트가 판독 가능하다.,,,,,,Task,지원 하한 해상도에서 입력과 공격 정보가 가려지지 않는지 검증한다.,"외부 브라우저 검증 (https://app.notion.com/p/3c712168d52181a0b0c9cce6ab352ee0?pvs=21), SUPPORT-01 · 실행·배포·브라우저 검증 (https://app.notion.com/p/SUPPORT-01-3c812168d521810fba48ffbbd1f927a4?pvs=21)",,P1,,https://app.notion.com/p/3c712168d52180c68591eaddfdedfd40,Ready,Browser Test,QA
MVP 보스 1종 스프라이트·준비 모션 제작,보스 기본 실루엣이 명확하다; 대표 공격 준비 모션이 판독된다; 전투 UI와 겹치지 않는다.,,,,,,Task,대표 기믹과 공격 종류가 모션만으로도 구분되게 한다.,"핵심 전투 에셋 (https://app.notion.com/p/3c712168d521818aadeed5f834f61eb4?pvs=21), SUPPORT-02 · 코어 콘텐츠·필수 에셋 (https://app.notion.com/p/SUPPORT-02-3c812168d52181c69f55c942424faf19?pvs=21)",,P1,,https://app.notion.com/p/3c612168d52181e38344ed849057ad31,Backlog,Boss,Assets
배포 URL 시크릿 브라우저 테스트,시크릿 창에서 URL이 열린다; 설치/승인 없이 플레이 가능하다; 핵심 루프 진입이 가능하다.,,외부 호스팅 배포 구성 (https://app.notion.com/p/3c712168d52181f680bde694ede50f34?pvs=21),,,,Task,로그인·캐시 없이도 제출 URL이 바로 실행되는지 검증한다.,"외부 브라우저 검증 (https://app.notion.com/p/3c712168d52181a0b0c9cce6ab352ee0?pvs=21), SUPPORT-01 · 실행·배포·브라우저 검증 (https://app.notion.com/p/SUPPORT-01-3c812168d521810fba48ffbbd1f927a4?pvs=21)",,P0,,https://app.notion.com/p/3c712168d52181c89c82f835c7ce8a6b,Ready,Browser Test,QA
FE-04 · 후딜·투사체 상태 UI 구현,시전 완료된 공격을 게이지와 구분한다; 타격까지 추적 가능하다; 다음 선딜과 동시에 보여도 혼동되지 않는다.,김예찬,,,https://github.com/KenWR/typing-roguelike/issues/38,https://github.com/KenWR/typing-roguelike/pull/48,Task,시전 완료 후 실제 타격 전까지 남은 상태를 표시한다.,전투 HUD (https://app.notion.com/p/HUD-3c712168d521818fb208c1a7aafbeb42?pvs=21),Phase 1 — Frontend Core,P1,,https://app.notion.com/p/3c612168d52181828d2ce0c44d764708,Done,Combat UI,Frontend / UI
